S. No,participant_id,distribution_type,distribution_name,engagement_id,engagement_started_EDT,engagement_completed_EDT,engagement_participation_status,BrokerPanelId,Overquota_redirect_ARF_return_token,Q1_Location_in_BC,DQ_redirect_not_in_BC_return_token,Q1_Experience_with_AI,Q2_Experience_with_AI_animal,Q2_Experience_with_AI_animal_other_OE,Q2_Experience_with_AI_animal_other_OE_sentiment,Q2_Experience_with_AI_animal_other_OE_sentiment_percentage,Q3_AI_affecting_society_feeling,Q4A_Sector_AI_making_a_positive_impact_1,Q4A_Sector_AI_making_a_positive_impact_2,Q4A_Sector_AI_making_a_positive_impact_3,Q4A_Sector_AI_making_a_positive_impact_4,Q4A_Sector_AI_making_a_positive_impact_5,Q4A_Sector_AI_making_a_positive_impact_6,Q4A_Sector_AI_making_a_positive_impact_7,Q4A_Sector_AI_making_a_positive_impact_other_OE,Q4A_Sector_AI_making_a_positive_impact_other_OE_sentiment,Q4A_Sector_AI_making_a_positive_impact_other_OE_sentiment_percentage,Q4B_Sector_AI_making_a_negative_impact_1,Q4B_Sector_AI_making_a_negative_impact_2,Q4B_Sector_AI_making_a_negative_impact_3,Q4B_Sector_AI_making_a_negative_impact_4,Q4B_Sector_AI_making_a_negative_impact_5,Q4B_Sector_AI_making_a_negative_impact_6,Q4B_Sector_AI_making_a_negative_impact_7,Q4B_Sector_AI_making_a_negative_impact_other_OE,Q4B_Sector_AI_making_a_negative_impact_other_OE_sentiment,Q4B_Sector_AI_making_a_negative_impact_other_OE_sentiment_percentage,Q5_Art_vibe_AI,Q5_Art_vibe_AI_other_OE,Q5_Art_vibe_AI_other_OE_sentiment,Q5_Art_vibe_AI_other_OE_sentiment_percentage,Q6_AI_role_in_creative_fields_in_BC,Q7_AI_and_environment,Q8_AI_helping_BC_community,Q8_AI_helping_BC_community_video_OE_transcription,Q8_AI_helping_BC_community_video_OE_sentiment,Q8_AI_helping_BC_community_video_OE_sentiment_percentage,Q8_AI_helping_BC_community_text_OE,Q8_AI_helping_BC_community_text_OE_sentiment,Q8_AI_helping_BC_community_text_OE_sentiment_percentage,Q9_Jobs_in_BC_AI_Influence,Q10_AI_superpower_to_help_community,Q10_AI_superpower_to_help_community_other_OE,Q10_AI_superpower_to_help_community_other_OE_sentiment,Q10_AI_superpower_to_help_community_other_OE_sentiment_percentage,Q11_Gainer_advances_in_AI_1,Q11_Gainer_advances_in_AI_2,Q11_Gainer_advances_in_AI_3,Q11_Gainer_advances_in_AI_4,Q11_Gainer_advances_in_AI_5,Q11_Gainer_advances_in_AI_6,Q11_Gainer_advances_in_AI_other_OE,Q11_Gainer_advances_in_AI_other_OE_sentiment,Q11_Gainer_advances_in_AI_other_OE_sentiment_percentage,Q12_Most_trustworthy_advances_in_AI_1,Q12_Most_trustworthy_advances_in_AI_2,Q12_Most_trustworthy_advances_in_AI_3,Q12_Most_trustworthy_advances_in_AI_4,Q12_Most_trustworthy_advances_in_AI_5,Q12_Most_trustworthy_advances_in_AI_6,Q12_Most_trustworthy_advances_in_AI_7,Q12_Most_trustworthy_advances_in_AI_other_OE,Q12_Most_trustworthy_advances_in_AI_other_OE_sentiment,Q12_Most_trustworthy_advances_in_AI_other_OE_sentiment_percentage,Q13_AI_impact_worries,Q13_AI_impact_worries_videos_OE_transcription,Q13_AI_impact_worries_videos_OE_sentiment,Q13_AI_impact_worries_videos_OE_sentiment_percentage,Q13_AI_impact_worries_text_OE,Q13_AI_impact_worries_text_OE_sentiment,Q13_AI_impact_worries_text_OE_sentiment_percentage,Q14_Govt_role_in_managing_AI,Q15_Matters_most_BC_AI_future_1,Q15_Matters_most_BC_AI_future_2,Q15_Matters_most_BC_AI_future_3,Q15_Matters_most_BC_AI_future_4,Q15_Matters_most_BC_AI_future_5,Q15_Matters_most_BC_AI_future_6,Q15_Matters_most_BC_AI_future_7,Q15_Matters_most_BC_AI_future_other_OE,Q15_Matters_most_BC_AI_future_other_OE_sentiment,Q15_Matters_most_BC_AI_future_other_OE_sentiment_percentage,Q16_Indigenous_communities_involvement_AI,Q16_Indigenous_communities_involvement_AI_video_OE_transcription,Q16_Indigenous_communities_involvement_AI_video_OE_sentiment,Q16_Indigenous_communities_involvement_AI_video_OE_sentiment_percentage,Q16_Indigenous_communities_involvement_AI_text_OE,Q16_Indigenous_communities_involvement_AI_text_OE_sentiment,Q16_Indigenous_communities_involvement_AI_text_OE_sentiment_percentage,Q17_Advice_BC_Leaders,Q17_Advice_BC_Leaders_video_OE_transcription,Q17_Advice_BC_Leaders_video_OE_sentiment,Q17_Advice_BC_Leaders_video_OE_sentiment_percentage,Q17_Advice_BC_Leaders_text_OE,Q17_Advice_BC_Leaders_text_OE_sentiment,Q17_Advice_BC_Leaders_text_OE_sentiment_percentage,Completion_redirect_ARF_return_token,Age,AgeRollup_Broad,Gender,Year of Birth,Education,HH_Income_Fine_23,FirstNation_23,,Ethnicity_Roll_23,Vizmin_23,HH_Comp_23,KidsinHH_23,,,HH_Under18_23,Urban/ Rural
11,296502e5-2370-4759-a916-aa59e8ea9f8b,Link,ARF,5552fd25-8d53-48a7-9291-d70750a08c50,2025-06-27 22:30,2025-06-27 22:35,Completed,arfid03B3CDFB-BB12-48EE-9663-2D34FD5FFE0D,,Vancouver / Lower Mainland,,Occasional user – I’ve tried a few tools like ChatGPT or an AI art app.,Owl – Wise and curious,,,,Mixed/neutral – I see both the good and the bad.,Healthcare and medicine,Environment and climate,,,,Other,,Mental health services,NEUTRAL,0.990652323,,,"Arts, culture, and media",Jobs and the economy,,,,,,,Nature documentary – grounded and wise,,,,"Mixed effects – Some help, some harm.","Helpful, if used responsibly – It depends on good management.",I'll type my answer 📲,,,,Not sure ,NEUTRAL,0.592210114,It’ll eliminate more jobs than it creates.,Making public services smarter,,,,,,,,,Not sure,,,,,,,,,Not sure,,,,,I'll type my answer 📲,,,,I guess might eliminate alot of jobs. And hard to determine proper controlled guidelines ,NEUTRAL,0.712432802,Balanced approach – Encourage innovation and set smart rules.,Ethical and unbiased AI,Privacy and data protection,,,Inclusivity and accessibility,,,,,,I'll type my answer 📲,,,,Not sure,NEUTRAL,0.592210114,I'll type my answer 📲,,,,Transparency ,NEUTRAL,0.979641199,,37,35-54,Female,1988,Some university,"$50,000 to less than $60,000",No ,,Chinese,Visible minority,Three people [you and two others],Do not have children ,,,"No, no one under 18 here ",Urban
12,ac16b281-d376-4e91-a3fb-ced036c48d7d,Link,ARF,f7bb73c3-3bc6-44f1-b8fa-d4433cc2095b,2025-06-30 13:55,2025-06-30 14:11,Completed,arfid04433281-03F9-48FA-9FBB-7F605353A90B,,Vancouver / Lower Mainland,,Occasional user – I’ve tried a few tools like ChatGPT or an AI art app.,Owl – Wise and curious,,,,Not sure – I haven’t formed a strong opinion yet.,Healthcare and medicine,,"Arts, culture, and media",,,,,,,,,,,Jobs and the economy,Government and public services,,,,,,Pop hit – catchy and accessible,,,,"Mixed effects – Some help, some harm.",Not much impact – It won’t make a big difference.,I'll type my answer 📲,,,,"I hope as humans we will have the wisdom to know or at least question whether what we are experiencing is created by human or artificial means. Artificial being AI and only a copy and reorganization, remix of something create originally, by a human.",NEUTRAL,0.596584499,It’ll mostly change jobs—not create or destroy them outright.,Making public services smarter,,,,Large corporations,,,,,,,,,,,,,,Not sure,,,,,I'll type my answer 📲,,,,"It will be used in the same way as social media is used, influence and sway public opinion to support the agenda of a few powerful organizations and individuals.",NEUTRAL,0.676615596,Balanced approach – Encourage innovation and set smart rules.,Ethical and unbiased AI,Privacy and data protection,,,,,,,,,I'll type my answer 📲,,,,"The same as anyone else, make sure that if it is their stories are being told, they are based on truth that can be traced back to it’s human origin.",NEUTRAL,0.754739761,I'll type my answer 📲,,,,Setup a framework that can trace AI’s delivery back to it’s human origins then leave it alone.,NEUTRAL,0.892715275,,69,55 Plus,Male,1956,Some university,"$100,000 to less than $110,000",No ,,White,Not a visible minority,Two people [you and one other],Do not have children ,,,"No, no one under 18 here ",Urban
13,91445f48-6663-4533-b63f-2c673d71f3ce,Link,ARF,dd1743fb-ee52-4449-9c7e-24a7e66cf33a,2025-07-02 11:14,2025-07-02 11:22,Completed,arfid04822DDF-59B7-47B5-8CD3-B27AFD434C68,,Vancouver / Lower Mainland,,Regular user – I use AI often for work or personal stuff.,Snail – Slow but steady,,,,Mixed/neutral – I see both the good and the bad.,,,,Jobs and the economy,,,,,,,,,"Arts, culture, and media",,,,,,,,Classical symphony – structured and elegant,,,,Mostly enhance creativity – AI tools will boost creative output.,Not much impact – It won’t make a big difference.,I'll type my answer 📲,,,,Help with job efficiency ,POSITIVE,0.560490966,It’ll eliminate more jobs than it creates.,Making public services smarter,,,,,,The general public,,,,,,,,,Academic and research institutions,Community and Indigenous leaders,,,,,,,I'll type my answer 📲,,,,Our loss of purpose,NEGATIVE,0.940350175,Hands-off promotion – Support innovation with minimal rules.,,Privacy and data protection,,,,,,,,,I'll type my answer 📲,,,,Not sure,NEUTRAL,0.592210114,I'll type my answer 📲,,,,Be safe,POSITIVE,0.658028781,,31,18-34,Female,1994,"University undergraduate degree, such as a bachelor's degree","$150,000 to less than $200,000",No ,,White,Not a visible minority,Two people [you and one other],Do not have children ,,,"No, no one under 18 here ",Urban
14,819cabdd-8e09-4e9e-8b15-49d875b93502,Link,ARF,a59612b1-11a6-4792-b72b-f9454b22e9c4,2025-07-02 21:02,2025-07-02 21:09,Completed,arfid04A0CA18-D103-444E-A442-B71575E23783,,Vancouver / Lower Mainland,,Aware but not a user – I’ve heard about AI but haven’t used it myself.,Chameleon – Always adapting,,,,Mixed/neutral – I see both the good and the bad.,,,,,,,Not sure,,,,,,"Arts, culture, and media",Jobs and the economy,,,,,,,Pop hit – catchy and accessible,,,,Mostly harm creativity – AI might replace or devalue artists’ work.,Not much impact – It won’t make a big difference.,I'll type my answer 📲,,,,Quicker medical diagnosis’s ,NEUTRAL,0.597804904,It’ll mostly change jobs—not create or destroy them outright.,Not sure,,,,Large corporations,,,,,,,,,,,,,Other,,,The public,NEUTRAL,0.987728,I'll type my answer 📲,,,,Dilution of creativity,NEGATIVE,0.491586953,No special action – Let AI evolve on its own.,,Privacy and data protection,,,,,,,,,I'll type my answer 📲,,,,No special group should have greater involvement than another. ,NEGATIVE,0.749103248,I'll type my answer 📲,,,,Don’t try to politicize it. ,NEUTRAL,0.73510319,,50,35-54,Male,1975,Some university,"$150,000 to less than $200,000",No ,,White,Not a visible minority,Two people [you and one other],Do not have children ,,,"No, no one under 18 here ",Urban
15,3e25f750-0dc7-4016-bed1-74aa7468e47e,Link,ARF,eb485a1e-b5f3-4f56-8da3-52414a6232ca,2025-07-01 21:41,2025-07-01 21:45,Completed,arfid04BFB5AC-839C-4EE5-8FAC-FCE3B1EAE6F2,,Vancouver / Lower Mainland,,Occasional user – I’ve tried a few tools like ChatGPT or an AI art app.,Snail – Slow but steady,,,,Mixed/neutral – I see both the good and the bad.,,,,,,,Not sure,,,,,,"Arts, culture, and media",Jobs and the economy,,,,,,,Abstract installation – weird but interesting,,,,Mostly harm creativity – AI might replace or devalue artists’ work.,"Helpful, if used responsibly – It depends on good management.",I'll type my answer 📲,,,,I hope it helps streamline answers and cuts down on false media narratives,NEGATIVE,0.541208148,It’ll mostly change jobs—not create or destroy them outright.,Making public services smarter,,,,,,,,,Not sure,,,,,Tech industry leaders,Academic and research institutions,,,,,,,,I'll type my answer 📲,,,,I worry that people will rely on it more and more and not think for themselves,NEGATIVE,0.451413155,Balanced approach – Encourage innovation and set smart rules.,Ethical and unbiased AI,Privacy and data protection,,,,,,,,,I'll type my answer 📲,,,,They should have bans on using AI to replace indigenous teachings and knowledge ,NEGATIVE,0.831931889,I'll type my answer 📲,,,,Make it safe for people to use- don’t let children have easy access to it,POSITIVE,0.342689753,,32,18-34,Female,1993,"University undergraduate degree, such as a bachelor's degree","$50,000 to less than $60,000",No ,,Chinese,Visible minority,Three people [you and two others],Do not have children ,,,"No, no one under 18 here ",Urban
16,91a0f9c6-ebe9-491e-8f19-4b20a751cbef,Link,ARF,f4ddaca9-44cd-4b1e-acd2-4466c6b7d809,2025-06-27 22:02,2025-06-27 22:13,Completed,arfid04C581DC-FB05-4097-89EF-DAF048D1FC05,,Vancouver / Lower Mainland,,Aware but not a user – I’ve heard about AI but haven’t used it myself.,I have no idea!,,,,Mostly concerned – I’m more worried about the downsides.,,,,Jobs and the economy,,,,,,,,,,Jobs and the economy,,,,,,,Not sure,,,,Mostly harm creativity – AI might replace or devalue artists’ work.,Not sure,I'll record a video 🤳,"I would like to see AI stop crimes from being committed, or catching people in the act or just catching criminals. I'd like to see it maybe if there's a way that it could make it a safer community to live in for everybody.",POSITIVE,0.975812674,,,,It’ll eliminate more jobs than it creates.,Not sure,,,,,,,,,Not sure,,,,,,,,,,None of the above,,,,I'll record a video 🤳,"It makes society become more dehumanizing and we lose those interpersonal skills. I think it's going to be a disaster, so it might help you streamline work processes. There's going to be a lot of job losses. There's going to be a lot of cyber threats. People are going to be prone to, you know, having their, their systems hacked. Like I just, I don't buy it and I don't like it, and I think there's no place for it unless it can actually Do something by catching criminals with the video cameras and all that stuff they have technology, but at the end of the day, it's pure disaster. I see no benefit. How is it going to help anybody? You tell me. You're asking me these questions and people are still going ahead with it. We're doing the polls, but these polls really don't make. Difference, do they, right? Because AI is just gonna replace everything anyways. It's gonna replace jobs. Kids aren't gonna know how to play with each other. All they're going to be doing is sitting at home in their bedroom on their laptop, video conferencing everybody. Everything's gonna be done for them. They're not gonna learn anything.",NEGATIVE,0.977293193,,,,"Strong regulation – Focus on safety and ethics, even if it slows innovation.",,Privacy and data protection,,,,,,,,,I'll record a video 🤳,"I think the indigenous community should be heavily involved. They live in remote areas, some of them don't even have access to internet. You know, they probably don't have full access to a lot of stuff, so I think there needs to be an awareness created. It could cost them jobs and their livelihood, but they play an important role, and I think having them involved might help ensure that there are things that were being safeguarded. It'll be fair, it'll be equitable. It'll be done with honor and I trust the indigenous people to have an approach to it that's gonna make sure that it's safe.",POSITIVE,0.950136065,,,,I'll record a video 🤳,"I would tell BC leaders to slow AI down and maybe not use it. You have to protect the integrity of people and their jobs and the economy, and all AI is going to do is make the rich people richer, and the government needs to really watch out for that because it's just a big money game for these big conglomerate monopoly, you know, social media, right, like Google, Facebook. You know, Microsoft, right? Apple, they're gonna make all the money from it, right, and jobs are going to be lost, and I think they need to protect the people. There have to be safeguards in place. I mean, do they really want to go there? I mean, seriously, that's what I tell the government, like, what are you doing? What are you thinking? Come on.",MIXED,0.427309483,,,,,68,55 Plus,Female,1957,Graduated from college/trade school,"$120,000 to less than $150,000",No ,,White,Not a visible minority,Two people [you and one other],Do not have children ,,,"No, no one under 18 here ",Urban
17,fa7ff87f-28a4-40ec-be87-6b17ee88c1b8,Link,ARF,6f56c5ae-f6c7-495e-8530-71d87ede3834,2025-07-02 12:47,2025-07-02 12:51,Completed,arfid056E0FD6-FCFF-46EA-B06E-BFD75E20C407,,Vancouver / Lower Mainland,,No experience – I haven’t really used AI and don’t know much about it.,I have no idea!,,,,Not sure – I haven’t formed a strong opinion yet.,Healthcare and medicine,,,,Government and public services,Other,,I don't know,NEUTRAL,0.990944505,,,,,,,Not sure,,,,Not sure,,,,Not sure,Not sure,I'll type my answer 📲,,,,No idea,NEUTRAL,0.703234434,It’ll eliminate more jobs than it creates.,Supporting elders and caregivers,,,,,,,,,Not sure,,,,,,,,,Not sure,,,,,I'll type my answer 📲,,,,No idea,NEUTRAL,0.703234434,Not sure,,,,,,,Not sure,,,,I'll type my answer 📲,,,,No idea,NEUTRAL,0.703234434,I'll type my answer 📲,,,,No idea,NEUTRAL,0.703234434,,81,55 Plus,Male,1944,Some elementary or high school,"$40,000 to less than $50,000",No ,,White,Not a visible minority,Two people [you and one other],18 years of age or more ,,,"No, no one under 18 here ",Urban
18,9b10efe9-4791-4305-a262-78350b375379,Link,ARF,39161524-7f32-4a02-9228-0d5c4cf7e547,2025-06-27 17:14,2025-06-27 17:39,Completed,arfid0573FEB7-946A-476F-B538-9385DAAA7532,,Vancouver / Lower Mainland,,Aware but not a user – I’ve heard about AI but haven’t used it myself.,Snail – Slow but steady,,,,Mixed/neutral – I see both the good and the bad.,Healthcare and medicine,,,,,,,,,,,,,Jobs and the economy,Government and public services,,,,,,Not sure,,,,Little impact – Creativity will stay mostly human.,Very helpful – AI can be a powerful tool for tackling climate issues.,I'll type my answer 📲,,,,Decision Making using ALL data for input without human bias interfering.,NEUTRAL,0.692767322,It’ll eliminate more jobs than it creates.,Making public services smarter,,,,Large corporations,,,,,,,,,Government and public institutions,,Academic and research institutions,,,,,,,,I'll type my answer 📲,,,,"That it will result in people losing jobs; in the most extreme instance that AI will find mankind a threat to ourselves, the planet and AI and destroy us.",NEGATIVE,0.873270094,Balanced approach – Encourage innovation and set smart rules.,Ethical and unbiased AI,Privacy and data protection,,Social and environmental good,,,,,,,I'll type my answer 📲,,,,To the same extent as every other person in B.C.,NEUTRAL,0.99049145,I'll type my answer 📲,,,,"Be open, honest, make sure it works for the good of ALL of us - not a select few.",NEUTRAL,0.396853268,,71,55 Plus,Female,1954,Some college/trade school,Prefer not to say,No ,,White,Not a visible minority,Two people [you and one other],Do not have children ,,,"No, no one under 18 here ",Urban
19,05dca972-e32f-4e7d-8deb-0664228edebd,Link,ARF,5e808e88-a9ba-4e35-81f5-212034ad6405,2025-06-29 0:09,2025-06-29 0:29,Completed,arfid05780914-637C-45AA-A087-24AB3EA86319,,Vancouver / Lower Mainland,,Aware but not a user – I’ve heard about AI but haven’t used it myself.,I have no idea!,,,,Mostly concerned – I’m more worried about the downsides.,Healthcare and medicine,,,,,,,,,,,,"Arts, culture, and media",Jobs and the economy,,Other,,Criminal enterprises,NEUTRAL,0.640368164,Abstract installation – weird but interesting,,,,Mostly harm creativity – AI might replace or devalue artists’ work.,"Helpful, if used responsibly – It depends on good management.",I'll type my answer 📲,,,,Logical options for major issues like homelessness and poverty.,NEUTRAL,0.676034927,It’ll mostly change jobs—not create or destroy them outright.,Solving tough local problems,,,,Large corporations,,,,,,,,,,,Academic and research institutions,,,,,,,,I'll type my answer 📲,,,,A lot more fakeness on social media as people don't use their own creativity or purposely try to deceive others.,NEGATIVE,0.67816323,"Strong regulation – Focus on safety and ethics, even if it slows innovation.",Ethical and unbiased AI,Privacy and data protection,,,,,,,,,I'll type my answer 📲,,,,As much as any other communities in BC.,NEUTRAL,0.98690933,I'll type my answer 📲,,,,"Take it slow, we don't need to rush headlong into this as it could greatly change society. We already have enough issues as it is.",NEGATIVE,0.642045975,,54,35-54,Male,1971,Some college/trade school,"$60,000 to less than $75,000",No ,,White,Not a visible minority,Two people [you and one other],Do not have children ,,,"No, no one under 18 here ",Urban
20,373a89c5-f9c5-4a4f-81c1-3c889075ee0c,Link,ARF,e8b1c78e-3e80-4c4e-9b75-47b42306b0f7,2025-07-02 12:15,2025-07-02 12:30,Completed,arfid0599B7E3-7BD3-4247-B7F7-F9F08D4ACE9B,,Victoria,,Occasional user – I’ve tried a few tools like ChatGPT or an AI art app.,Octopus – Multi-tasking and complex,,,,Mixed/neutral – I see both the good and the bad.,Healthcare and medicine,,,,,,,,,,,,,Jobs and the economy,,,,,,,Classical symphony – structured and elegant,,,,"Mixed effects – Some help, some harm.","Could be harmful – AI might worsen things (e.g., energy use).",I'll type my answer 📲,,,,"Improve health care through better diagnostics, drug compatibility, less invasive surgeries leading to better outcomes.",POSITIVE,0.88887465,It’ll eliminate more jobs than it creates.,Solving tough local problems,,,,Large corporations,,,,,,,,,Government and public institutions,,,,,,,,,,I'll type my answer 📲,,,,"I am not concerned about my life; however, I am concerned that AI is developing too quickly, requires massive amounts of energy and does not have enough oversight. Just look at what happened with social media and Air BnB to understand what could happen.",NEGATIVE,0.428105354,"Strong regulation – Focus on safety and ethics, even if it slows innovation.",Ethical and unbiased AI,Privacy and data protection,,Social and environmental good,,,,,,,I'll type my answer 📲,,,,"As with everything that affects large swathes of our society, representatives from the Indigenous community should be at the table, along with other societal representatives.",NEUTRAL,0.769829333,I'll type my answer 📲,,,,"Before approving or endorsing any aspect of AI, consider the consequences.",NEUTRAL,0.92572999,,74,55 Plus,Female,1951,"University graduate degree, such as a master's or PhD","$150,000 to less than $200,000",No ,,White,Not a visible minority,Two people [you and one other],Do not have children ,,,"No, no one under 18 here ",Urban
21,ed6698b6-4a27-4094-8b03-1d0886d458f8,Link,ARF,48a50aad-626a-4881-a943-6d2911eb3803,2025-06-28 15:16,2025-06-28 15:19,Completed,arfid05AA6746-001E-4998-BD74-674E2D4DB499,,Vancouver / Lower Mainland,,Occasional user – I’ve tried a few tools like ChatGPT or an AI art app.,Tiger – Bold and powerful,,,,Mixed/neutral – I see both the good and the bad.,Healthcare and medicine,,,Jobs and the economy,Government and public services,,,,,,Healthcare and medicine,Environment and climate,,,,,,,,,Sci-fi epic – bold and futuristic,,,,"Mixed effects – Some help, some harm.","Helpful, if used responsibly – It depends on good management.",I'll type my answer 📲,,,,"Making things more efficient
",POSITIVE,0.720672786,It’ll eliminate more jobs than it creates.,Making public services smarter,,,,Large corporations,,,Everyone equally,,,,,,Government and public institutions,,Academic and research institutions,Community and Indigenous leaders,,,,,,,I'll type my answer 📲,,,,"Taking away my job or creating misinformation
",NEGATIVE,0.981981218,Balanced approach – Encourage innovation and set smart rules.,,,Economic growth and innovation,Social and environmental good,,,,,,,I'll type my answer 📲,,,,Using AI to record and facilitate Indigenous knowledge ,NEUTRAL,0.621452272,I'll type my answer 📲,,,,Always think how to use and when ,NEUTRAL,0.852727175,,33,18-34,Male,1992,"University graduate degree, such as a master's or PhD","$150,000 to less than $200,000",No ,,Chinese,Visible minority,Two people [you and one other],Do not have children ,,,"No, no one under 18 here ",Urban
22,493cd2ca-2edb-4384-9386-835cd509bbdc,Link,ARF,753d7c6f-0d0b-4caf-94de-18cd1ef21819,2025-07-02 13:16,2025-07-02 13:32,Completed,arfid05F07B28-8851-4E2B-89D0-7A763E4DE885,,Vancouver / Lower Mainland,,Aware but not a user – I’ve heard about AI but haven’t used it myself.,Chameleon – Always adapting,,,,Mostly concerned – I’m more worried about the downsides.,,,,,,,Not sure,,,,,,"Arts, culture, and media",,,,,,,,Abstract installation – weird but interesting,,,,Mostly harm creativity – AI might replace or devalue artists’ work.,"Could be harmful – AI might worsen things (e.g., energy use).",I'll type my answer 📲,,,,I guess it could recognize or predict patterns in climate and society that humans might not be seeing..,NEUTRAL,0.99434495,It’ll mostly change jobs—not create or destroy them outright.,I’d take AI’s powers away!,,,,Large corporations,,,,,,,,,,,Academic and research institutions,Community and Indigenous leaders,,,,,,,I'll type my answer 📲,,,,I'm concerned about AI replacing jobs in the arts and watering down what future generations see as art. I'm also extremely concerned about setting free entities that we have little understanding of and even less ability to control. ,NEGATIVE,0.923622847,"Strong regulation – Focus on safety and ethics, even if it slows innovation.",,Privacy and data protection,,Social and environmental good,,,,,,,I'll type my answer 📲,,,,I think anything that takes place in Canada should be decided with indigenous people at the table ,POSITIVE,0.660205364,I'll type my answer 📲,,,,Slow down! Study and educate.,NEGATIVE,0.533741832,,51,35-54,Female,1974,Some elementary or high school,"$50,000 to less than $60,000",No ,,White,Not a visible minority,Two people [you and one other],Do not have children ,,,"No, no one under 18 here ",Urban
23,e34c8746-41c9-4201-8de7-8e0f5a55b92a,Link,ARF,e6bc9950-adf7-4d38-947b-2f3075478daa,2025-06-26 21:25,2025-06-26 21:31,Completed,arfid061B60A4-FFA3-494B-804A-C34329E32AD9,,Vancouver / Lower Mainland,,Regular user – I use AI often for work or personal stuff.,Owl – Wise and curious,,,,Mixed/neutral – I see both the good and the bad.,Healthcare and medicine,,,Jobs and the economy,Government and public services,,,,,,,,"Arts, culture, and media",,,,,,,,Sci-fi epic – bold and futuristic,,,,Mostly harm creativity – AI might replace or devalue artists’ work.,Very helpful – AI can be a powerful tool for tackling climate issues.,I'll type my answer 📲,,,,More modernize facilities in cities and less time consuming for services,POSITIVE,0.929637671,It’ll mostly change jobs—not create or destroy them outright.,Making public services smarter,,,,,Small businesses and startups,The general public,,,,,,,Government and public institutions,,Academic and research institutions,Community and Indigenous leaders,,,,,,,I'll type my answer 📲,,,,being replaced soon,POSITIVE,0.561577559,"Strong regulation – Focus on safety and ethics, even if it slows innovation.",Ethical and unbiased AI,,,Social and environmental good,Inclusivity and accessibility,,,,,,I'll type my answer 📲,,,,showing what was before invasion!,NEUTRAL,0.713189244,I'll type my answer 📲,,,,use AI in school and remove old fashioned ways to teach students.,NEUTRAL,0.750538886,,32,18-34,Male,1993,"University graduate degree, such as a master's or PhD","$50,000 to less than $60,000",No ,,Arab/West Asian,Visible minority,Two people [you and one other],Do not have children ,,,"No, no one under 18 here ",Urban
24,8ee868de-eab2-455f-be2f-c00bb68a14c4,Link,ARF,a22bb81d-85f6-4dd9-8d39-5f3ccd6f1ec5,2025-06-27 19:40,2025-07-02 11:48,Completed,arfid065105E9-CE86-4C21-B314-6A1A89216DB4,,Vancouver / Lower Mainland,,Aware but not a user – I’ve heard about AI but haven’t used it myself.,I have no idea!,,,,Mostly concerned – I’m more worried about the downsides.,,,,,,,Not sure,,,,,,,,,,Not sure,,,,Not sure,,,,"Mixed effects – Some help, some harm.",Not sure,I'll type my answer 📲,,,,"I have no clue.  I no longer know what's real & what's not. I'm concerned about plagiarism, theft of other people's ideas and concept.  Seems innocent enough, but in the wrong hands or used the wrong way it us dangerous. People will use their own brains to think even less. ",NEGATIVE,0.862094522,Not sure,I’d take AI’s powers away!,,,,Large corporations,,,,,,,,,,,,,,,None of the above,,,,I'll type my answer 📲,,,,We no longer know what's real & what isn't.  People don't need to think. False information can easily be relayed or perceived as truth.  It can be harmful. Can steal or abuse copyright.  In the wrong hands it's dangerous. ,NEGATIVE,0.914396524,Not sure,Ethical and unbiased AI,Privacy and data protection,,Social and environmental good,,,,,,,I'll type my answer 📲,,,,I have no idea BUT they absolutely need to be involved if everyone else is involved. ,POSITIVE,0.520175397,I'll type my answer 📲,,,,"Make sure information us accurate not bastardized.  Make sure it's ethical, relatable and transparent. Make sure it's safe and we aren't scammed to death. Make sure there's no negative financial impact. ",POSITIVE,0.754768312,,71,55 Plus,Female,1954,Some university,"$25,000 to less than $40,000",No ,,White,Not a visible minority,One in total [you live alone],Do not have children ,,,"No, no one under 18 here ",Urban
